,rating,sentiment,review,spearman,sympathy,unsympathy,correlation
17118,7,0.177361488,윤계상 마동석 효과다른건 별다른게 없어요 ,0.257164895,1,2,0.522638512
17119,7,0.455139339,초반과 긴장감 유지는 괜찮았는데 마무리 부분에서 너무 힘이 빠진 느낌... ,0.432345638,1,2,0.244860661
17120,7,0.045625597,아 새 끼 ㅈ선족을 이러케 매력잇게 그리면 안되는거 아니니? ,0.432780489,1,2,0.654374403
17121,6,0.59158814,공안과 예정화는 무리수다 ,0.275945607,1,2,0.00841186
17122,9,0.945077181,상당히 재밌었다 빠른 전개 ,-0.012236954,1,2,0.045077181
17123,7,0.498420805,각 배우의 매력이 나오긴 하는데 진부한 전개는 별 수 없네 ,1,1,2,0.201579195
17124,8,0.341611564,마동석이라는 배우를 가장잘활용한거같다. 마지막 질질끄는 싸움씬도 없어서 좋았고 조선족들 디테일이 조금떨어지긴하지만 오락영화로써 충분히 즐겼다. ,0.292375428,1,2,0.458388436
17125,9,0.717450202,"예정화 까메오는 불필요한 부분, 윤계상 연변사투리 너무어색했다 이거빼곤 만점! ",0.339546762,1,2,0.182549798
17126,8,0.698152721,"경찰까는영화같은데.. 조폭에게 접대받는 경찰, 거리를 활보하는 장첸을 못잡는 무능함,  성과와 정치에 집착하는 경찰, 폭력경찰.. ",0.709208143,1,2,0.101847279
17127,7,0.955087125,기대 했던 것보다 재미있지 않았다~내용이 너무 뻔하지 않았니~?그래도 연기자들 연기는 명품이였어요^^영화내용에 비해 평점이 엄첨 심한 영화..!! ,0.5,1,2,0.255087125
17128,8,0.536721647,재미 있습니다. 개인적으로 신세계 급은 아닌거 같습니다. ,0.866025404,1,2,0.263278353
17129,6,0.378506184,무적 영웅을 가지고 적당히 줄 타는 능력이 발군 ,0.418985698,1,2,0.221493816
17130,6,0.026104212,너무 기대를 하고 가서 그런지 별로였어요.. ,0.668153105,1,2,0.573895788
17131,7,0.158717334,마동석만 생각나고 나머진  상투적 ,0.4337654,1,2,0.541282666
17132,8,0.201481938,많이 잔인해서... 그리고 약간 유치하고 진부... 하지만 결말에 만족함. ,0.389069623,1,2,0.598518062
17133,10,0.998408377,생각보다 잔인한 장면도 많았지만 정말 재밌었습니다 추천 ! ,0.707106781,1,2,0.001591623
17134,10,0.877242446,보시면 알아요 정말 재미있습니다. ,0.866025404,1,2,0.122757554
17135,10,0.82370913,마블리믿고봅니다 완전재미짐 ,0.303557833,1,2,0.17629087
17136,5,0.409273088,"돈 아깝지 않고, 시간 아깝지 않은 오락영화. 그게 다다. ",-0.845154255,1,2,0.090726912
17137,6,0.251217336,유쾌하긴한데 너무 이런류에만 평점이 후하네 베테랑도 그렇고. 마동석은 신이던가 너무 코메디에 촛점을 맞추다보니 개연성도 부족하고 심심했다. 거기에 특유의 감동코드까지 더하니.. ,0.352514841,1,2,0.348782665
17138,7,0.96458745,7점 정도의 영화 입니다  요즘 뜨는 마블리의 효과와윤계상  섬뜩 연기가  일품입니다  솔직히  평점이 10점짜리는 넘 과장 이네요 ,0.155467662,1,2,0.26458745
17139,10,0.490365386,영화관에서 봤는데 또 가서 보라그러면 가서본다나는 ,0.396862697,1,2,0.509634614
17140,10,0.82093513,근래 봤던 영화중에 최고였다...처음으로 네이버 평점 단다..: ,0.130930734,1,2,0.17906487
17141,10,0.912508488,워낙 소문도 무성한데다가 기대감도 많이 가지고 보았는데도 불구하고 스토리며 액션이며 개그코드마져 완벽했던 영화인것 같네요 재미있게 보았습니다. ,0.612372436,1,2,0.087491512
17142,10,0.465753645,개인적으로 별 100점 ,0.585470078,1,2,0.534246355
17143,10,0.948436976,재밋음ㅋㅋ추천합니다 ,0.632455532,1,2,0.051563025
17144,6,0.78879571,마동석 팬이라면 재미있을수도..흔한 조폭영화물 ,0.492207886,1,2,0.18879571
17145,8,0.457220465,재미는 있었지만 너무 주변에서 뻥핑이 심했던듯합니다그래도 쏘쏘요 ,0.316227766,1,2,0.342779535
17146,3,0.310098529,왜 또 조선족을.... ,0.27120553,1,2,0.010098529
17147,9,0.859164715,지루하지  않고   재밌게  만들었네요~~윤계상  연기  늘었네~~ ,0.476385733,1,2,0.040835285
17148,8,0.834009588,너무잔인했어요  현실저인이야기라 무서워요ㅠㅠ ,0.441367415,1,2,0.034009588
17149,8,0.590341747,지루하지 않았지만 좀 많이 폭력적이고 욕설이난무함ㅋㅋㅋ청불이니까 그재미로 보는거지만ㅋㅋ마동석 캐릭터 좋음. 친근함. ,0.536307094,1,2,0.209658253
17150,7,0.994188607,평점이 좋아서 봤는데... 괜찮긴한데 막 완전재밌다 이정도는 아닌데 왜 평점이 높은지... 잔인한 장면도 많이 나오고... ,0.462547396,1,2,0.294188607
17151,7,0.568881929,잔인하고 무섭다. 마지막 결말은 해피엔딩. ,0.431056879,1,2,0.131118071
17153,7,0.312838793,킬링타임용 패고 죽이고 그게전부임 ,0.498053569,1,2,0.387161207
17154,7,0.256507218,늦어서 앞부분 40분 못봤는데...그때문인가. 볼만한 정도. ,0.41330007,1,2,0.443492782
17155,8,0.227231234,베테랑보다 못하지만 청년경찰정도 ,0.459790154,1,2,0.572768766
17156,6,0.686167121,그럭저럭 오락영화..너무 잔인해서 멘탈 약한 분들에게 비추 ,0.794461347,1,2,0.086167121
17157,7,0.270829022,평점이 엄청나고 반응들이 장난 아니라 봤는데 음...마동석 나오는 안 진지하고 현실관 좀 먼 황해랄까요 흠... ,0.414431233,1,2,0.429170978
17158,7,0.238773227,마동석 윤계상 외엔 그냥 조폭영화 ,0.752630449,1,2,0.461226773
17159,7,0.291718066,신세계급은 절대 아니다 ,0.53347239,1,2,0.408281934
17160,3,0.779639304,시박 종니잼나네   이야 문개상이 연기잘하네  ㅋㅋ 가수출신이 연기를 이찌하노  놀랬다야 ,0.527046277,1,2,0.479639304
17161,10,0.336916387,시작부터 끝날때까지 오직 코믹과 액션만 있다...그래서 지루하진 않았으나 시간이 갈수록 점점 질려간다. ,0.084494545,1,2,0.663083613
17162,8,0.157304674,재밌어요 제 관점엔 윤계상 연기는 쩌는데 역할이 좀 안어울려서..조태호의 찌질하면서 악독한 포스가 없고 너무 악당처럼 하려고 애쓰는 듯한 느낌 ,0.483136032,1,2,0.642695326
17163,9,0.826844215,마동석 연기 재밋어요윤계상은 미스케스팅 인것같아요 ,0.862027987,1,2,0.073155785
17164,10,0.876682401,마동석화이팅ㅎㅎ하하핫 ,0.42921627,1,2,0.123317599
17165,10,0.766184092,꼭 추천합니다.완전 강추 ,0.852743478,1,2,0.233815908
17166,8,0.580842972,윤계상 연기력을 떠나서 이미지가 헝그리함이 부족해서 그런지 연변깡패의 갑은 김윤석 ,0.409467309,1,2,0.219157028
17167,7,0.468030006,삼류 중 이류 영화. 킬링타임 굿 ,1,1,2,0.231969994
17168,7,0.411417872,스토리는 좋은데 너무 잔인해요. 그리고 실화를 바탕으로했다지만 바뀌어가고 있는 인식에 편견을 부여하는 것 같네요 ,0.410391341,1,2,0.288582128
17169,9,0.189944327,지루할 틈이 없음 ㄱㄱ ㅎ ,0.414562731,1,2,0.710055673
17170,6,0.15327993,마동석만을 위한 영화스토리 허접 ,0.243979139,1,2,0.44672007
17171,8,0.970142007,재밌고 볼만합니다~ 근데 생각보다 더 잔인하네요ㅜㅜ 청불인거 알긴 알았지만..ㅎㅎ ,0.614200997,1,2,0.170142007
17172,8,0.035564959,볼만은 한데 내용은 좀 없나 ,-0.737864787,1,2,0.764435041
17173,7,0.968817115,재밌긴한데 댓글알바 진짜 많다 ,-0.006178863,1,2,0.268817115
17174,7,0.448544979,7점정도가 적당합니다. 영화안본지 2년은 된거같은데 평점 너무믿고갔네요 재미없다도 아니고 재미있다도 아니고 아시죠so so~하다는~~ ,0.539166231,1,2,0.251455021
17175,6,0.587543249,그냥저냥 시간 죽이기 좋았습니다. ,0.198629681,1,2,0.012456751
17176,8,0.608250439,하도 잼있다잼있다해서 봤는데 기대만큼은 아니였음9점평점대 너무높음~ 조폭영화답게 엄청 잔인함~ 대신 연기자들 연기는 다좋았음 ,0.497913756,1,2,0.191749561
17177,7,0.524305522,마동석일인극 속 시원했어요 ,0.682199303,1,2,0.175694478
17178,7,0.823644996,그럭저럭 볼만한 킬링타임용 영화 ,0.382993528,1,2,0.123644996
17179,6,0.567052603,으아니 마동석횽님을 싫어하는건 아닌데이 영화가 평점 9점대라니 놀랍군요.빰따구 쌔리는 장면이 기억에 남네요 ,0.167621309,1,2,0.032947397
17180,6,0.017729163,너무 기대해서 그런지는 몰라도 생각보다는 별로 하지만 볼만은 합니다 ,-0.333562192,1,2,0.582270837
17181,8,0.877746463,황해의 김윤석이였으면 윤계상보다는 더 쌘케처럼 보였을거같음 윤계상이 연기잘하긴 했지만 카리스마가 김윤석이 더 쌔긴하더라 그리고 마블리는 너무 자연스러움 어쨋든 생각안하고 쉴틈 없이 웃기고 싸우는 영화 명작은 아니더라도 수작임 ,0.523348671,1,2,0.077746463
17182,7,0.163570136,대박은 아닌 듯 하다. 내용을 사전에 알지 못하고 관람했는데 액션 폭력장면은 꽤나 괜찮았다. 몰입도도 좋았고 그리고 실화를 바탕으로 한 영화라 더 실감이 났다.마동석의 연기도 좋긴했는데 조금 아쉬움이 남는다. ,-0.235395955,1,2,0.536429864
17183,9,0.904619455,재밌음. 베터랑하고 비슷한 분위기인데 베터랑이 조금 더 나음. 그래도 재밌다 ,0.35595586,1,2,0.004619455
17184,10,0.505686343,생각지도 못한부분에서 빵빵터진다ㅋㅋ삶은 달갈이랑 폴라로이드 부분은 진짜ㅋㅋ ,-0.447213595,1,2,0.494313657
17185,7,0.365792543,잔인한장면이 많아 좀 고생했는데 그래도 박진감 넘쳤음 ,0.303358811,1,2,0.334207457
17186,8,0.625921428,넘나 잔인하잖아요?ㅠㅠ ,-0.024708311,1,2,0.174078572
17187,8,0.675022543,그냥그래요ㅋ볼만은합니다 ,1,1,2,0.124977458
17188,7,0.666669309,딱 7점영화라 생각한다.같은 가격에 청불영화를 본다면 킹스맨을 추천 ,0.974679434,1,2,0.033330691
17189,8,0.671991229,내용은 재미있으나 잔인한 구성은 쫌...^^ ,-0.866025404,1,2,0.128008771
17190,8,0.201357871,상영시간 때문인지 중간부터 맥이 살짝씩 끊김. 나중에 감독판 나왔으면 ,0.458375357,1,2,0.598642129
17191,7,0.765966773,"너무기대하면서개봉날조조로봤습니다평점너무높은것같습니다 일반추석명절영화딱그정도입니다 윤계상오빠처음엔얼굴보고웃겨서좀몰입이안됬습니다 예정화씨는 음,,, 꼭저런장면이필요했나?라는생각이들었습니다  범죄형사영화거의다보는데딱7점정도가적당하다는개인적생각입니다 ",0.246297349,1,2,0.065966773
17192,10,0.99389863,폭력적인 장면의 적정 수위를 잘 지켜 살벌하믄서도 재미지다. 액션 유머 연기 모든 면에서 만족도가 상당함. 최근 영화 중 최고. ,0.393570989,1,2,0.00610137
17193,7,0.669132829,흠..그냥 영화소개 프로그램에 나왔던 편집 홍보 영상들이 다였던 영화...난 뒤늦게 봤는데 뭐 재밌게 봤지만 기대했던만큼이나 칭찬일색이던만큼의 영화는 절대 아님 그냥 볼만한 범죄조폭 영화인대 특색있는 케릭터들과 연기때문에 약간 과대평가된 느낌? ,0.520818288,2,3,0.030867171
17194,10,0.996915937,동전의 양면을 보여주는 것 같은... 의미있고도  보는 내내 마음을 통쾌하게 해주는 작품! ,0.454124384,2,3,0.003084064
17195,1,0.391703397,내 정신이 썩는 줄... ,0.177656052,2,3,0.291703397
17196,4,0.389997095,그냥  너무 전형적이고 진부한 한국 조폭 영화 ,0.8,2,3,0.010002905
17197,10,0.156500846,마동석 하드캐리 인정? 개꿀잼영화 ,-0.774596669,2,3,0.843499154
17198,5,0.12980929,단순한 조선족 범죄이야기. 아무런 주제도 없는 폭력영화. 나름의 미학조차도 없다. 한국 관객의 수준에 적절히 맞는 영화. 여자가 벗고 의미없는 폭력에 실없는 개그. 배우들의 연기에만 기대는 시나리오. 잔인함으로 가려진 너무나 허술한 액션씬. ,0.479868231,2,3,0.37019071
17199,7,0.549099505,"가족의 힘, 범죄자들의 현실 ",0.482774163,2,3,0.150900495
17200,10,0.816996932,"마블리 진짜 매력 터지네. 윤계상은 아...뭔가...어설프다고 해야하나 안어울린다고 해야하나...나머지 배우분들 진짜 최적화 되신거 같아요  재밌게 잘봤습니다. ""응 아직 싱글이야"" ㅋㅋㅋㅋ ",0.4769005,2,3,0.183003068
17201,6,0.424782753,"기대를 너무 해서인지 그저 그랬던 영화. 스토리가 엉성하고, 개연성이 많이 부족한 영화. B급영화로 인식하고 그냥 킬링타임용으로는 볼만한 영화임. ",0.487343135,2,3,0.175217247
17202,6,0.965701044,어디서 많이 본 영화들 짬뽕시켜놓은거 같다 생각보다 재밌진 않았음 ,0.5362149,2,3,0.365701044
17203,10,0.463695437,중국 북한 전라도 극혐이다 ,0.455617143,2,3,0.536304563
17204,6,0.818051815,영화는 팝콘에 딱어울린다. 그럭저럭 재밌게 볼수는 있단거. 근데 이 영화가 9.2인걸 보고 관객수준은 퇴화하고 있음을 알게됨. 한국에선 영화를 잘만드는 고민을 할 필요가없음을 다시 알게해줌. ,-0.026272428,2,3,0.218051815
17205,6,0.627594292,"잔혹함을 가미한 액션 활극으로서도 so so, 조연 대비 주연 윤계상의 연기의 아쉬움 ",0.460400836,2,3,0.027594292
17206,7,0.264223635,재밌긴한데 한국영화 수준 이게 1000만이라니... 황해 발끝도 못따라가는데 ,0.50903623,2,3,0.435776365
17207,3,0.438187271,이게 재밌다고??? ,0.34218438,2,3,0.138187271
17208,7,0.126960397,재미없는건 아닌데 평점 9.2까지는 아닌듯 ,0.637535578,2,3,0.573039603
17209,7,0.137004077,이런영화가 9점대라니...걍 7.5정도 딱 킬랑타임 그이상그이하도 아니다. ,0.383356431,2,3,0.562995923
17210,6,0.967726588,조금 지루한 감이 있지만 배우 윤계상을 다시 볼 수 있게 된 작품 ,-1,2,3,0.367726588
17211,7,0.291130096,인기있는 이유는 알거같은데 너무 기대했나봅니다 ,0.517785741,2,3,0.408869904
17212,6,0.141346872,재미는 있는데 너무 폭력적이고 그냥 기존의 남성 느와르물 같아서 독창적이진 않네요. ,0.866025404,2,3,0.458653128
17213,10,0.822612047,개사이다 영화임 존잼!! 연기도 짱!!! ,0.474800425,2,3,0.177387953
17214,4,0.075013816,뭐가 재밌다는걸까.. 보면서 의문을 내내 품었던 영화. 윤계상도 아직 연기 어색하드만..거의 마지막에 혼자왔니?부분에서 실소 터진거 말고 영화내내 지루했다. 집에 가고 싶었음. 물론 개취임. ,0.394664881,2,3,0.324986184
17215,5,0.43527025,슬데없이 잔인하고 남는게 없음 ,0.617152153,2,3,0.06472975
17216,6,0.202569217,그냥 오락영화. 마동석 혼자 다해먹는 영화. ,0.557124466,2,3,0.397430784
17217,6,0.091153026,그닥..예상보다 내용이 없음 ,0.105409255,2,3,0.508846974
17218,5,0.256057501,재미있지도 그렇다고 재미없지도 않은 뜨뜻미지근한 영화 ,0.363240317,2,3,0.243942499
17219,6,0.693446815,윤계상연기는 생각보다 괜찮았지만.. 한국영화.. 어쩜 이렇게 패턴이 똑같냐? ,0.582683471,2,3,0.093446815
17220,5,0.592247546,생각보다 실망. 그저 잔인할 뿐. ,0.348303255,2,3,0.092247546
17221,6,0.987547994,혹시 평점 안 좋은 댓글 찾는 분 추천 좀. 앵간하면 영화 재밌다고 하는데 영화관에서 보기엔 좀 아깝다는 느낌이 ㅎㅎ  스토리와 몇몇 부분의 연출이 매끄럽지 않았던 것 같은데... 전 킬링타임 그 이상의 단어로는 표현이 어렵네요 ㅠㅠ ,0.07435224,2,3,0.387547994
17222,7,0.088265091,잔인하기만하고 별 재미도 읍고 기대에 못미치네요 ,0.559606135,2,3,0.611734909
17223,5,0.235244066,평점보다는 그닥인듯합니다 ,0.750480684,2,3,0.264755934
17224,7,0.869785488,그렇게 재밋지는.... ,0.3,2,3,0.169785488
17225,6,0.841678619,범죄 조폭영화라기 보다 싸이코 살인영화 같은 느낌 재미라고 하면 재미겠지만 개인적으로 관람후 기분 더러웠음 ,0.108812389,2,3,0.241678619
17226,9,0.974197626,와이프랑 재밌게 잘봤음. 조선족 다 쓸어버리고싶음 ,0.609446763,2,3,0.074197626
17227,7,0.549507439,재미있긴한데 9점이 넘어갈 정도인가? 올 설연휴에 잘하면 티비에서 할지도... ,0.46417221,2,3,0.150492561
17228,7,0.388377309,왜케 평점 높은거지ㅋㅋㅋㅋ걍 그렇던데 딱 킬링타임용... ,0.597190562,2,3,0.311622691
17229,4,0.069135249,참으로 오랜만에 중간에 나오고 싶었다. 짜임새는 엉성하고 스토리는 허술하고 ,0.519436888,2,3,0.330864751
17230,6,0.859593451,영화는 재미있는데!  조선족 새끼들 때문에 짜증나 6점 준다!   인육캡슐  조선족 짱깨 아웃!! ,0.361150938,2,3,0.259593451
17231,6,0.279767007,이게 뭐가 재밋다고9점댄지 이해불가 형사가 조폭일대잡는 뻔한 스토리에 마동석 캐릭터 진부. 윤계상 차라리 지리게 연기잘함 걍 전형적인 타임킬 영화 후 남는거1 도없네 다운받아서 보면 나을듯 ,0.5,2,3,0.320232993
17232,10,0.967313945,올해들어서 본 영화 중 제일 재밌었어요 굿 ㅅㅅㅅ ,0.774596669,2,3,0.032686055
17233,10,0.977728605,"개봉전에 시사회에서 보고 천만찍겠다고 평점 남겼었습니다. 그리고 오늘, 다시봐도 재미있네요! ",0.280275981,2,3,0.022271395
17234,7,0.138424277,"마동석은 웃기고 귀엽고 마요미 맞는데 소재가 청년경찰이랑 비슷해서 실망. 조선족 아니면 영화 어떻게 만드나 싶고 맨날 욕에, 조폭, 폭력에..요즘 한국 영화가 다 비슷해지는 느낌임. ",0.507092553,2,3,0.561575723
17235,10,0.966995716,조선족 말투 개좋 조선족 되고 싶음 ㅎㅎ ,0.522232968,2,3,0.033004284
17236,8,0.597292483,재밌게 봤는데 공안이 룸싸롱에 제복입고 간 장면보고 어이가 없었다 ,0.57669582,2,3,0.202707517
17237,7,0.722448587, 윤계상 사투리는 내만 거슬렸나.. 연기는 잘 한거같은데 사투리를 좀더 연습했으면하는 아쉬움이 있음..마동석 통쾌함에 시간가는줄 모르고 본 재밌는 영화 ㅋㅋ ,0.612372436,2,3,0.022448587
17238,7,0.425575614,적당한 킬링타임 영화. ,0.410391341,2,3,0.274424386
17239,9,0.236606926,느그덜 내 일년만에 후기 남기는데 안보면 아니된다 알았니??? ,0.468046555,2,3,0.663393074
17240,8,0.16095683,한국영화가 점점 불필요한 잔혹성으로 덧칠해져가는 느낌... 일부 잔혹한 묘사만 없으면 더 좋았을 영화. ,0.56467901,2,3,0.63904317
17241,7,0.409359217,한마디로 마불리영화다 ,0.22029051,2,3,0.290640783
17242,10,0.440800548,넘쳐나는 좌빨정치선전영화속에서 드물 게 빛나는 영화 ,0.65678512,3,4,0.559199452
17243,2,0.000105038,흔한 조선족소재 영화일뿐 그 이상도 이하도 아닌 이상한 영화. 내용도 없고 스토리 진행도 개똥망임. 킬링타임용으로 쓰기에도 내 시간이 아까움. ,0.63898856,3,4,0.199894962
17244,6,0.187583447,볼만해요. 좀 잔인하고 사투리가 좀 어색하고 좀 개연성이 떨어지는것 빼곤 ,0.948683298,3,4,0.412416553
17245,7,0.356121004,"뻔한 조폭영화, 부족한 개연성, 예상되는 줄거리. 별달리 특별한게 없어 보이는 영화임에도 캐릭터들의 매력이 영화에 색깔을 더함. ",0.088273483,3,4,0.343878996
17246,6,0.235674232,"마동석의 캐릭터만 빛난다. 나머지 캐릭터나 연출, 스토리 전부 지겨운 조폭 범죄물 클리셰의 덩어리들. 이런 영화가 9.2 가 넘는 평점이라니 참 기도 안 차네; 우리나라 관객들 영화 보는 눈은 언제쯤 높아질라나 ",0.418310182,3,4,0.364325768
17247,3,0.291718066,졸잼은 아니고 걍 평타수준 ,0.468258162,3,4,0.008281934
17248,3,0.100848138,이렇게까지 표현해야했을까... ,0.527046277,3,4,0.199151862
17249,2,0.627064049,재미는 있었는데 약간 과도하게 잔인한 부분도 있었다 ,0.565210268,3,4,0.427064049
17250,3,0.106161863,방금보고옴.. 처음부터 끝까지 하나도 안웃음.. 전형적인 한국영화.. 이게 현주소임.. 한숨만 나온다 ,0.948683298,3,4,0.193838137
17251,5,0.366654903,그저그랬어요 피곤한것도있었는데 졸았어요전 ,0.155699789,3,4,0.133345097
17252,5,0.093495816,"사건 실마리나, 그런거 없고 수사극도 아니고 악인은 미친듯이 사람 죽이고 형사는 막무가내로 범죄자때려잡기ㅋㅋㅋ9점이라니 어떻게 된거지? 작품성없고 그냥 액션 코믹 킬링타임용 딱 6점짜리 영화. 시나리오는 나도 쓸수있겠다.평점낮추기 위해 5점준다 ",0.520159795,3,4,0.406504184
17253,9,0.369772196,첨에마동식 시원한데 나중에살짝질림 ,0.447104434,3,4,0.530227804
17254,5,0.977810621,윤계상씨 발음과 억양 너무 어색하더라구요.가족들과는 보지마세요. 너무 잔인합니다. 킬링타임용 영화. 보고나면 남는게 없는 영화. 조연들이 연기를 넘 잘합니다. ,0.468814516,3,4,0.477810621
17255,5,0.246997505,그냥 무난하고 무척 잔인한 범죄물 ,0.598784951,3,4,0.253002495
17256,6,0.41326198,베테랑 의 동포버전  추석을이용한 개봉에 별하나 더줌 ,0.161476794,3,4,0.18673802
17257,6,0.640330494,적당히 볼만 함 재밌기도하고 연기들을 잘해서 근데 가족들이 다같이 보기엔 잔인한 장면이 많았다는 것이 좀 흠 ,0.600099198,3,4,0.040330493
17258,7,0.897848487,"평점이 너무 높아 기대를 많이했던 탓인지 ,.. 생각보다 이하였어요 ㅠㅠ 그리고 너무 잔인함 !... 그래도 볼만한 영화긴 해요 !~ ",0.866025404,4,5,0.197848487
17259,8,0.113349706,여자 때리고 팔 자르고 배 찌르고. 왜 한국영화는 이런 조폭영화들이 흥행하는거지? 민족성이 그런건가? 사람을 죽였는데도 한국감옥에 가면 몇달이면 나온다고 구라치는 경찰은 잘못이다. 공항 여자 책임자 역의 예정화는 깍쟁이처럼 연기잘하네. 매력있다. ,0.448871166,5,6,0.686650294
17260,6,0.805578947,재밌긴한데 9점대는아닌거같아용 ㅠㅠㅋ ,0.443163417,5,6,0.205578947
17261,1,0.130209357,"마동석표  ""특선 邦  畵   돌아온 용팔이 2017 !!!!  ""어떻게 영화가 1970년대로 돌아간듯한 ㅡㅡ ",0.435207313,6,7,0.030209357
17262,1,0.599595547,물흐르듯 짜임새있게 잘 만든 영화지만 8점정도. 오락성 액션물에 9점은 좀....그리고 솔직한 한마디 덧붙이자면 조선족 연기는  황해 김윤석 하정우가 갑인듯. 뵘죄도시 보는데 자꾸 떠오름. 그리고 영화 후반에 화장실 손해배상 씬은 에바야. ,0.368806151,7,8,0.499595547
17263,1,0.765078545,토렌트 정식 개봉했던데 볼만한가여???? ,0.286254657,7,8,0.665078545
17264,1,0.185343832,너무기대헸나요...노잼 ,0.346674158,7,8,0.085343832
17265,5,0.439756393,좀 잔인하지만 부담어뵤리 볼만하다. ,0.592123678,7,8,0.060243607
17266,1,0.49264434,딱 평균적인 조선인이 좋아할만한 가오만 넘치고 내실없는 그런영화ㅋㅋ ,-0.5,8,9,0.39264434
17267,6,0.358464748,공조 수준.. 정도네요 웰메이드는 아니지만 킬링타임용으론 충분한.. 잔인한 설정이 자주 나와서 조금 불편했어요 ,0.40068988,8,9,0.241535252
17268,6,0.543253303,잔인해요.킹스맨이더잼낫음. ,0.866025404,8,9,0.056746697
17269,1,0.101873696,솔직히 너무 깊이가 없다 얕다 얕아 ,0.53131858,9,10,0.001873696
17270,1,0.272429645,음... 영화보고 평점 남기는건 첨이네요 ㅎㅎ 저는 평점 1점 남깁니다!! ,0.866025404,9,10,0.172429645
17271,1,0.039067268,배우빨 진짜 속지마라... 끝까지 보기 힘들었다... ,0.894427191,10,11,0.060932732
17272,1,0.308576286,9점대는아님 솔직히..배우진은 좋았으나 스토리는 영.. ,0.600201097,11,12,0.208576286
17273,1,0.52374953,뻔하고 작위적이고 요란하기만 함. 실화의 추적신이 제대로 풀렸으면 그나마 낫지 않았을까 생각됨. 영웅화하려고 완전 나쁜 악인 등장시키고 잡음. 예정화 출연해서 끝까지 억지스러움 ,0.778311782,11,12,0.42374953
17274,1,0.9445467,핵노잼   한국영화의 현 주소  수준이하영화보다나옴  두사부일체 조폭마누라가 재미있었다면  이것도 재미있을거임 ,0.178357958,11,12,0.8445467
17275,1,0.985846639,남이 재밌다니까 나도재밌다는 급식 클라스 황해 족발 보고와 ,0.547160269,11,12,0.885846639
17276,1,0.113995463,알바겁나 풀었네 이게 잼있냐? ,0.244171705,11,12,0.013995463
17277,1,0.455708087,평균 평점 9점 찍을 영화는 아닌 것 같아 점수 보정위해 1점준다. 마동석과 윤계상 일당 연기력은 인정하지만 이 배우들의 연기력으로 스토리와 개연성의 부족함을 감추려 애쓰는 영화. 전형적인 한국 B급 영화의 스타일을 답습한 영화. ,0.477712241,12,13,0.355708086
17278,1,0.033596992,내용자체도 단순하고 황해보다 나을게 하나없는 영화인데 9점대인게 얼탱이가 없네요. 딱 하나 윤계상의 재발견이라는 측면에서 의미가 있는 영화지 그거라도 아니었으면 1점도 아깝다 ,0.788580558,14,15,0.066403008
17279,1,0.627009511,"나만 보고싶은 영화,, 두번 봤슴 ",0.287594048,14,15,0.527009511
17280,1,0.310171247,완성도가 너무 떨어짐.. ,0.549772799,15,16,0.210171247
17281,1,0.402470291,한국영화가 파국으로 치닫고있다 ,0.782690898,15,16,0.302470291
17282,1,0.601383388,이런 영화를 재밌다고 하는 인간들은 뭘까.. ㅎ 정말 더럽게 잔인하고 화나는 영화였다. 미친 잔인함 속에 겉멋이 버무려진 진짜 토할것 같은. ,0.38629999,16,17,0.501383388
17283,1,0.401080877,영화보고왔는대 내가평점까지 달아야되니? ,0.015560042,16,17,0.301080877
17284,1,0.374573827,"영화가 재미있고, 재미없고를 떠나서 나의 성향과는 너무나도 맞지 않은 영화였네요.^^ 쓸데없이 잔인한 장면이 많고, 내용도 결국은 조폭들 때려잡기였군요. 연기력도 좋다기보다는, 그냥 칼로 쑤시고 자르고, 뭐 고어물 같은 느낌이여서 괜히 봤네요. ",0.338859985,16,17,0.274573827
17285,1,0.417517901," 존나 나쁜 악역 그리고 그를 잡으려는 무적경찰. 이런 내용 지겹지도 않니? 공공의 적, 베테랑 죄다 비슷한 전형적인 한국형 범죄 스릴러 ",0.606981292,17,18,0.3175179
17286,1,0.106008738,형편 없는 쓰레기 영화임.  애들은 좋아 하겠네 ,0.13326922,18,19,0.006008738
17287,1,0.396418721,사람을 그냥 무슨 담배피듯이 칼로 찌르고 도끼로 내려치고..보는 내내 불편하고 잔인하고..청불이라지만 이게 영환가 싶다. ,0.103954834,23,24,0.29641872
17288,1,0.019050658,쓰레기 유튜브 아프리카 방송 만큼의 오락성 그 이상 이하도 아님 스토리없음 의미없음 몇몇 배우분들의 연기력은 좋았으나 연출과 대사 각본 전반적으로 한번 보고 던지는 야동 수준 ,0.866025404,23,24,0.080949342
17289,1,0.940246224,"온갖 잔인한 장면과 욕설 난무, 자라나는 아이들에게 사악함과 잔인함을 부추길까봐 걱정이 됩니다. 미국은 총과 테러를 주로, 한국은 조폭과 뒷골목 이야기가 주가 되네요. 참 걱정이 됩니다. ",0.505224802,24,25,0.840246224
17290,1,0.071566373,완전 잔인하고 폭력적임. .왜이리 평점이 높지?재미없는데 ,0.68061391,27,28,0.028433627
17291,7,0.426641643,전지적 마동석 시점 ... ,0.180897146,0,2,0.273358357
17292,8,0.917354822,시대를 잘 만난 영화. 마지막까지 쥐어짰다. ,0.353424967,0,2,0.117354822
17294,10,0.847296357,넘잘생기고 무서웠던 윤계상 한없이 귀여웠던 마동석♡ ,0.512400014,0,2,0.152703643
